Año,Juego,Recomendaciones
2015,Convoy,3
2015,"Cook, Serve, Delicious!",3
2015,Copa Petrobras de Marcas,4
2015,Cortex Command,1
2015,Cosmo's Cosmic Adventure,1
2015,Costume Quest,1
2015,Counter-Strike,17
2015,Counter-Strike Nexon: Zombies,11
2015,Counter-Strike: Condition Zero,4
2015,Counter-Strike: Global Offensive,1337
2015,Counter-Strike: Source,46
2015,Cradle,1
2015,Crawl,1
2015,Crazy Taxi,1
2015,Creativerse,8
2015,Creeper World 3: Arc Eternal,1
2015,CrossCode,1
2015,Crusader Kings II,12
2015,Crusaders of the Lost Idols,2
2015,Cry of Fear,16
2015,Crypt of the NecroDancer,7
2015,Crysis,1
2015,Crysis Warhead,1
2015,Crystal Caves,1
2015,Crystal Story II,2
2015,Cubemen,1
2015,Cubemen 2,1
2015,D.U.S.T.,1
2015,D4: Dark Dreams Don't Die,1
2015,DARK SOULS™ II,9
2015,DARK SOULS™ II: Scholar of the First Sin,11
2015,DCS World,2
2015,DEFCON,1
2015,DETOUR,1
2015,DLC Quest,6
2015,DOOM 3,1
2015,DOOM 3: BFG Edition,1
2015,DOOM II: Hell on Earth,1
2015,DRAGON BALL XENOVERSE,26
2015,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,2
2015,Damned,4
2015,Dark Souls: Prepare to Die Edition,18
2015,DarkStar One,1
2015,Darkest Dungeon,11
2015,Darkness Assault,1
2015,Darksiders,2
2015,Darksiders II,2
2015,Darkwind: War on Wheels,1
2015,David.,1
2015,Day of Defeat,1
2015,Day of Defeat: Source,5
2015,DayZ,74
2015,Dead Bits,6
2015,Dead Effect,1
2015,Dead In Bermuda,1
2015,Dead Island,9
2015,Dead Island Riptide,5
2015,Dead Island: Epidemic,12
2015,Dead Pixels,2
2015,Dead Realm,18
2015,Dead Rising 2,1
2015,Dead Rising 3,1
2015,Dead Sea,1
2015,Dead Space,2
2015,Dead Synchronicity: Tomorrow Comes Today,1
2015,Dead or Alive 5 Last Round,2
2015,DeadCore,2
2015,Deadbreed®,1
2015,Deadly 30,1
2015,Deadly Premonition: The Director's Cut,1
2015,Deadly Profits,1
2015,Deadpool,3
2015,Dear Esther,1
2015,Death Skid Marks,1
2015,Death Tractor,1
2015,Decay - The Mare,1
2015,Deep Eclipse,1
2015,Deepworld,1
2015,Defense Grid 2,1
2015,Defense Grid: The Awakening,1
2015,Defiance,4
2015,Defy Gravity,4
2015,Delta Force 2,1
2015,Delver,1
2015,Democracy 3,3
2015,Deponia,1
2015,Depression Quest,1
2015,Depth,34
2015,Despair,2
2015,Destiny Warriors,2
2015,Detective Grimoire,1
2015,Dethroned!,1
2015,Deus Ex: Game of the Year Edition,3
2015,Deus Ex: Human Revolution - Director's Cut,6
2015,Deus Ex: Revision,1
2015,Dev Guy,6
2015,Devil May Cry 4,2
2015,Devil May Cry® 4 Special Edition,1
2015,Devilian,2
2015,Dex,2
2015,DiRT 3,1
2015,DiRT 3 Complete Edition,5
2015,DiRT Rally,10
2015,Diabolical,2
2015,Dig or Die,2
2015,DiggerOnline,1
2015,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",1
2015,Dino D-Day,9
2015,Dinosaur Hunt,4
2015,Dirty Bomb,84
2015,Disciples III: Renaissance,1
2015,Dishonored,24
2015,DisplayFusion,1
2015,Distance,6
2015,Divekick,1
2015,Divine Souls,1
2015,Divinity: Original Sin (Classic),3
2015,Divinity: Original Sin Enhanced Edition,2
2015,Dizzel,1
2015,DmC Devil May Cry,6
2015,Domestic Dog,1
2015,Dominions 4,1
2015,Don Bradman Cricket 14,3
2015,Don't Starve,35
2015,Don't Starve Together,63
2015,Doom & Destiny,1
2015,Door Kickers,3
2015,Double Action: Boogaloo,21
2015,Double Dragon Neon,2
2015,Double Dragon Trilogy,1
2015,Down To One,1
2015,Downwell,3
2015,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",12
2015,Dragon Age: Origins - Ultimate Edition,1
2015,Dragon Nest,8
2015,DreadOut,1
2015,Dream Of Mirror Online,1
2015,Drifter,1
2015,Dropsy,1
2015,Duck Game,9
2015,Duke Nukem 3D: Megaton Edition,3
2015,Dungeon Defenders,9
2015,Dungeon Defenders Eternity,1
2015,Dungeon Defenders II,26
2015,Dungeon Siege,1
2015,Dungeon Souls,1
2015,Dungeon of the Endless,2
2015,Dust: An Elysian Tail,7
2015,Dustforce,2
2015,Dwarfs F2P,3
2015,Dwarfs!?,1
2015,Dying Light,50
2015,Dynamite Jack,1
2015,Dyscourse,1
2015,E.Y.E: Divine Cybermancy,2
2015,EAC eSports,2
2015,ENSLAVED™: Odyssey to the West™ Premium Edition,3
2015,EVE Online,3
2015,EVGA Precision XOC,1
2015,Echo of Soul,4
2015,Echoes+,5
2015,Eldevin,1
2015,Eldritch,1
2015,Electric Highways,2
2015,Electronic Super Joy: Groove City,1
2015,Eleusis,1
2015,Elite Dangerous,14
2015,Else Heart.Break(),1
2015,Elsword,8
2015,Emily Wants To Play,2
2015,Emily is Away,111
2015,Empire: Total War,8
2015,Empyrion - Galactic Survival,3
2015,Enclave,3
2015,Endless Legend,6
2015,Endless Sky,4
2015,Endless Space,1
2015,Enforcer: Police Crime Action,2
2015,Epic Battle Fantasy 4,2
2015,Epigenesis,1
2015,Eternal Fate,1
2015,Eternal Senia,9
2015,Etherium,2
2015,Euclidean,1
2015,Euro Fishing,1
2015,Euro Truck Simulator 2,25
2015,Europa Universalis IV,14
2015,European Ship Simulator,1
2015,EverQuest II,1
2015,Everlasting Summer,4
2015,Evoland,1
2015,Evolve Stage 2,23
2015,Executive Assault,5
2015,F.E.A.R.,2
2015,F.E.A.R. 3,1
2015,F1 2014,1
2015,F1 2015,2
2015,FEZ,7
2015,FINAL FANTASY III,1
2015,FINAL FANTASY IV,1
2015,FINAL FANTASY TYPE-0 HD,5
2015,FINAL FANTASY VII,6
2015,FINAL FANTASY VIII,2
2015,FINAL FANTASY XIII,3
2015,FINAL FANTASY XIII-2,1
2015,FINAL FANTASY XIV: A Realm Reborn,4
2015,FORCED,1
2015,FTL: Faster Than Light,20
2015,Fable - The Lost Chapters,1
2015,Fable Anniversary,3
2015,Face It - A game to fight inner demons,2
2015,FaceRig,1
2015,Fading Hearts,1
2015,Faerie Solitaire,1
2015,Fairy Fencer F,1
2015,Fallen Earth,1
2015,Fallen Enchantress: Legendary Heroes,1
2015,Fallout,1
2015,Fallout 2,3
2015,Fallout 3,10
2015,Fallout 3 - Game of the Year Edition,22
2015,Fallout 4,116
2015,Fallout Tactics,1
2015,Fallout: New Vegas,55
2015,Famaze,1
2015,Far Cry,1
2015,Far Cry 2,1
2015,Far Cry 4,10
2015,Far Cry® 3,12
2015,Far Cry® 3 Blood Dragon,2
2015,FarSky,1
2015,Farming Simulator 15,4
2015,Farming Simulator 2013,1
2015,Feeding Frenzy 2: Shipwreck Showdown Deluxe,1
2015,Fieldrunners 2,1
2015,Fingerbones,2
2015,Fingered,1
2015,Firefall,10
2015,Fishing Planet,7
2015,Fistful of Frags,31
2015,Five Nights at Freddy's,14
2015,Five Nights at Freddy's 2,23
2015,Five Nights at Freddy's 3,20
2015,Five Nights at Freddy's 4,12
2015,FlatOut,1
2015,FlatOut 2,1
2015,Flesh Eaters,4
2015,Floating Point,2
2015,Folk Tale,1
2015,FootLOL: Epic Fail League,1
2015,Football Manager 2015,3
2015,Football Manager 2016,1
2015,Ford Racing 3,2
2015,Fork Parker's Holiday Profit Hike,1
2015,Forsaken Uprising,2
2015,Fractured Soul,1
2015,Fractured Space,11
2015,Freddi Fish 5: The Case of the Creature of Coral Cove,2
2015,Free to Play,5
2015,FreeStyle2: Street Basketball,7
2015,Freedom Planet,3
2015,Freshman Year,1
2015,From The Depths,7
2015,Frontline Tactics,1
2015,Frozen Free Fall: Snowball Fight,2
2015,Frozen Synapse,1
2015,Full Mojo Rampage,1
2015,Fuse,1
2015,GASP,1
2015,GRAV,4
2015,GRID,1
2015,GRID 2,3
2015,GRID Autosport,4
2015,GTGD S1,1
2015,GabeN: The Final Decision,1
2015,Galactic Civilizations III,3
2015,Galcon 2,2
2015,Game Dev Tycoon,16
2015,Game of Thrones - A Telltale Games Series,15
2015,GameMaker: Studio,3
2015,Gang Beasts,9
2015,Gaokao.Love.100Days,1
2015,Garry's Mod,329
2015,Gas Guzzlers Extreme,2
2015,Gear Up,9
2015,GemCraft - Chasing Shadows,1
2015,Gemini Rue,1
2015,Gender Bender DNA Twister Extreme,2
2015,Genesis Online,1
2015,Geometry Dash,44
2015,Geometry Wars 3: Dimensions Evolved,2
2015,Get Rich or Die Gaming,1
2015,Ghost in the Shell Stand Alone Complex First Assault Online,7
2015,Gimbal,1
2015,Global Agenda,1
2015,Gnomoria,1
2015,Go! Go! Nippon! ~My First Trip to Japan~,6
2015,GoD Factory: Wingmen,1
2015,Goat Simulator,32
2015,Goats on a Bridge,1
2015,God Mode,1
2015,Gods Will Be Watching,1
2015,Godus,2
2015,Golden Rush,1
2015,Gon' E-Choo!,1
2015,Gone Home,6
2015,GooCubelets,1
2015,Gotham City Impostors: Free To Play,12
2015,Grand Ages: Medieval,1
2015,Grand Chase,1
2015,Grand Theft Auto III,2
2015,Grand Theft Auto IV,8
2015,Grand Theft Auto V,183
2015,Grand Theft Auto: Episodes from Liberty City,1
2015,Grand Theft Auto: San Andreas,8
2015,Grand Theft Auto: Vice City,7
2015,Grandia II Anniversary Edition,1
2015,Grass Simulator,2
2015,Gratuitous Space Battles,2
2015,Grave Prosperity: Redux- part 1,1
2015,Grey Cubes,1
2015,Grey Goo,3
2015,Greyfox,2
2015,Grim Dawn,5
2015,Grim Fandango Remastered,4
2015,Grimoire: Manastorm,1
2015,Grow Home,4
2015,Guacamelee! Gold Edition,1
2015,Guild of Dungeoneering,1
2015,Guilty Gear X2 #Reload,1
2015,GunZ 2: The Second Duel,3
2015,Gunjitsu,1
2015,Gunman Clive,1
2015,Gunpoint,12
2015,Guns of Icarus Online,16
2015,Gunscape,2
2015,H1Z1: Just Survive,89
2015,HAWKEN,13
2015,HELLDIVERS™,2
2015,HIT,1
2015,Hacker Evolution,1
2015,Hacknet,5
2015,Half Minute Hero: The Second Coming,2
2015,Half-Life,13
2015,Half-Life 2,39
2015,Half-Life 2: Episode One,6
2015,Half-Life 2: Episode Two,6
2015,Half-Life 2: Update,3
2015,Half-Life: Blue Shift,3
2015,Half-Life: Opposing Force,1
2015,Half-Life: Source,1
2015,Halo: Spartan Assault,4
2015,Halo: Spartan Strike,1
2015,Hammerwatch,2
2015,Hand of Fate,5
2015,Hard Reset,1
2015,Hard Truck Apocalypse / Ex Machina,1
2015,Hard West,1
2015,Hatoful Boyfriend,6
2015,Hatred,1
2015,Haunted Memories,3
2015,Hearts of Iron III,2
2015,Hektor,2
2015,Hero Siege,6
2015,Hero of the Kingdom II,1
2015,Heroes & Generals,65
2015,Heroes Rise: The Prodigy,1
2015,Heroes of Might & Magic V,1
2015,Hexcells,3
2015,Hexcells Infinite,1
2015,Hexcells Plus,1
2015,Highschool Romance,2
2015,Higurashi When They Cry - Ch.1 Onikakushi,1
2015,Hitman: Absolution,14
2015,Hitman: Blood Money,6
2015,Hitman: Sniper Challenge,1
2015,Hocus Pocus,1
2015,Home,1
2015,Homefront,2
2015,Homeworld Remastered Collection,6
2015,Hook,4
2015,Hospital Tycoon,1
2015,Hotline Miami,33
2015,Hotline Miami 2: Wrong Number,12
2015,"House of 1,000 Doors - Family Secrets",1
2015,Hover : Revolt Of Gamers,2
2015,How to Survive,13
2015,Human Resource Machine,4
2015,HuniePop,35
2015,Hunted: The Demon's Forge,1
2015,Hurtworld,11
2015,Hydrophobia: Prophecy,1
2015,Hyperdimension Neptunia Re;Birth1,24
2015,Hyperdimension Neptunia Re;Birth2 Sisters Generation,4
2015,Hyperdimension Neptunia Re;Birth3 V Generation,3
2015,"I Have No Mouth, and I Must Scream",2
2015,I am Bread,9
2015,IL-2 Sturmovik: 1946,2
2015,INK,1
2015,Ichi,1
2015,Idle Civilization,1
2015,If My Heart Had Wings,5
2015,Immune,1
2015,Imperial Glory,1
2015,Impossible Creatures,1
2015,Indie Game: The Movie,1
2015,Industry Giant 2,1
2015,Infestation: Survivor Stories Classic,11
2015,Infested Planet,1
2015,Infinifactory,2
2015,Infinite Crisis™,5
2015,Injustice: Gods Among Us Ultimate Edition,3
2015,Insaniquarium! Deluxe,2
2015,Insurgency,65
2015,Interstellar Marines,13
2015,Interstellar Rift,1
2015,Invisible Apartment,2
2015,"Invisible, Inc.",2
2015,Ionball 2 : Ionstorm,1
2015,Ironcast,1
2015,"It came from space, and ate our brains",1
2015,Ittle Dew,1
2015,Jack Lumber,1
2015,Jamestown,1
2015,Jane's Advanced Strike Fighters,1
2015,Jazzpunk,8
2015,Jet Set Radio,2
2015,Joint Operations: Combined Arms,1
2015,Judge Dredd: Dredd vs Death,1
2015,Jumpdrive,1
2015,Just Cause,1
2015,Just Cause 2,26
2015,Just Cause 3,29
2015,Kane & Lynch 2: Dog Days,1
2015,Kane & Lynch: Dead Men,2
2015,Keep Talking and Nobody Explodes,3
2015,Kenshi,3
2015,Kerbal Space Program,31
2015,Killer is Dead,1
2015,Killing Floor,32
2015,Killing Floor 2,79
2015,Killing Floor Mod: Defence Alliance 2,1
2015,Killing Floor: Uncovered,8
2015,King Arthur's Gold,6
2015,King's Bounty: Armored Princess,1
2015,King's Bounty: Warriors of the North,1
2015,King's Quest,2
2015,Kingdom Rush,2
2015,Kingdom Wars,6
2015,Kingdom: Classic,2
2015,Kingdoms of Amalur: Reckoning™,5
2015,Knights of Honor,1
2015,Korwin The Game,1
2015,Kung Fu Strike: The Warrior's Rise,1
2015,Kung Fury,50
2015,Kung Fury: Street Rage,6
2015,L.A. Noire,5
2015,LEGO Batman 2,1
2015,LEGO Batman: The Videogame,1
2015,LEGO® Batman™ 3: Beyond Gotham,3
2015,LEGO® Jurassic World,1
2015,LEGO® MARVEL Super Heroes,7
2015,LEGO® The Hobbit™,1
2015,LEGO® Worlds,9
2015,LIGHTNING RETURNS: FINAL FANTASY XIII,2
2015,LIMBO,3
2015,LISA,3
2015,LOOP: A Tranquil Puzzle Game,1
2015,LUFTRAUSERS,2
2015,LYNE,9
2015,La-Mulana,1
2015,Labyronia RPG,1
2015,Labyronia RPG 2,1
2015,Lambda Wars Beta,2
2015,Lamia Must Die,1
2015,Layers of Fear,3
2015,Leadwerks Game Engine,1
2015,Left 4 Dead,2
2015,Left 4 Dead 2,95
2015,Legend of Dungeon,2
2015,Legend of Grimrock,1
2015,Legend of Grimrock 2,1
2015,Legendary,1
2015,Let the Cat In,2
2015,Lethal League,7
2015,Life Is Strange™,101
2015,Life is Feudal: Your Own,3
2015,Liftoff,3
2015,Litil Divil,1
2015,Little Inferno,8
2015,Loadout,15
2015,Locoland,1
2015,Lords Of The Fallen,1
2015,Lords of Xulima,1
2015,Lost Planet 3,2
2015,Love,1
2015,Lucius,2
2015,MASSIVE CHALICE,1
2015,METAL GEAR RISING: REVENGEANCE,6
2015,METAL GEAR SOLID V: GROUND ZEROES,9
2015,METAL GEAR SOLID V: THE PHANTOM PAIN,42
2015,METAL SLUG 3,2
2015,MIND Path to Thalamus E.Edition,1
2015,MISSING: An Interactive Thriller - Episode One,1
2015,MURDERED: SOUL SUSPECT™,2
2015,MX vs. ATV Reflex,1
2015,MXGP - The Official Motocross Videogame,1
2015,Mabinogi,2
2015,MacGuffin's Curse,1
2015,Machinarium,2
2015,Mad Games Tycoon,1
2015,Mad Max,23
2015,Mafia II,11
2015,Magic 2014 ,1
2015,Magic 2015,1
2015,Magic Barrage - Bitferno,2
2015,Magic Duels,8
2015,Magicite,8
2015,Magicka,11
2015,Magicka: Wizard Wars,6
2015,Magicmaker,1
2015,Majestic Nights,1
2015,Majesty: Gold Edition,1
2015,Making History II: The War of the World,1
2015,Manga maker ComiPo!,1
2015,MapleStory,5
2015,March of War,1
2015,Mark of the Ninja,3
2015,Mars,1
2015,Marvel Heroes 2016,6
2015,Mass Effect 2,2
2015,Master Spy,2
2015,Max Gentlemen,1
2015,Max Payne 3,4
2015,McPixel,1
2015,MechWarrior Online,3
2015,Medal of Honor(TM) Single Player,1
2015,Medal of Honor: Airborne,1
2015,Medieval Engineers,9
2015,Medieval II: Total War,7
2015,Melody's Escape,2
2015,Memories of a Vagabond,2
2015,Men of War: Assault Squad,1
2015,Men of War: Assault Squad 2,7
2015,Metal War Online: Retribution,1
2015,Metro 2033,4
2015,Metro 2033 Redux,3
2015,Metro Conflict,2
2015,Metro: Last Light Redux,12
2015,MicroVolts Surge,6
2015,Microsoft Flight Simulator X: Steam Edition,4
2015,Middle-earth: Shadow of Mordor,25
2015,Might & Magic Heroes VII ,1
2015,Might & Magic: Duel of Champions,2
2015,Millie,1
2015,Minecraft: Story Mode - A Telltale Games Series,13
2015,Mini Metro,10
2015,Minimum,4
2015,Mirror's Edge,11
2015,Miscreated,2
2015,Missing Translation,3
2015,Mitos.is: The Game,8
2015,Modular Combat,4
2015,Monaco,6
2015,Monopoly,2
2015,Monster Loves You!,1
2015,Monstrum ,1
2015,Moonbase Alpha,12
2015,Moonrise,1
2015,Morphopolis,2
2015,Mortal Kombat Kollection,1
2015,Mortal Kombat Komplete Edition,8
2015,Mortal Kombat X,14
2015,Mortal Kombat: Legacy,1
2015,Mortal Kombat: Legacy II,1
2015,Mortal Online,2
2015,MotoGP™13,1
2015,Mount & Blade,1
2015,Mount & Blade: Warband,45
2015,Mount & Blade: With Fire and Sword,1
2015,Mount Your Friends,10
2015,Mountain,13
2015,Movie Studio 13 Platinum - Steam Powered,1
2015,Murder Miners,7
2015,Mushihimesama,1
2015,My Lands,1
2015,My Paper Boat,1
2015,My Riding Stables: Life with Horses,1
2015,N.P.P.D. RUSH - The milk of Ultra violet,1
2015,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,3
2015,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,3
2015,NBA 2K13,1
2015,NBA 2K14,1
2015,NBA 2K15,6
2015,NEED FOR MADNESS ?,2
2015,NEKOPARA Vol. 0,8
2015,NEKOPARA Vol. 1,17
2015,NEO Scavenger,1
2015,NOT A HERO,2
2015,Napoleon: Total War,2
2015,Narcissu 1st & 2nd,5
2015,Nation Red,1
2015,Natural Selection 2,3
2015,Navy Field 2 : Conqueror of the Ocean,2
2015,Need for Speed: Hot Pursuit,2
2015,Need for Speed: SHIFT,1
2015,Nether,5
2015,Nevermind,1
2015,Neverwinter,12
2015,New kind of adventure,4
2015,Next Car Game: Wreckfest,5
2015,Nidhogg,7
2015,Nightbanes,1
2015,No More Room in Hell,37
2015,Noct,1
2015,Nomad,1
2015,Nosferatu: The Wrath of Malachi,1
2015,NotGTAV,14
2015,Notrium,1
2015,Nuclear Throne,19
2015,Nyan Cat: Lost In Space,5
2015,O3DX,1
2015,OCEAN CITY RACING: Redux,1
2015,OMSI 2,2
2015,ONE PIECE PIRATE WARRIORS 3,1
2015,ORION: Prelude,29
2015,OTTTD,2
2015,Obscure,1
2015,Octodad: Dadliest Catch,3
2015,Oddworld: Abe's Exoddus,1
2015,Oddworld: Abe's Oddysee,5
2015,Oddworld: New 'n' Tasty,3
2015,Oddworld: Stranger's Wrath HD,3
2015,Odysseus: Long Way Home,1
2015,Of Guards And Thieves,1
2015,Offworld Trading Company,2
2015,Oh...Sir!,3
2015,OlliOlli2: Welcome to Olliwood,1
2015,Omegalodon,1
2015,One Finger Death Punch,15
2015,One Manga Day,1
2015,One More Dungeon,1
2015,One Way Heroics,2
2015,Only If,2
2015,Orbit HD,1
2015,Orbital Gear,5
2015,Orcs Must Die! 2,5
2015,Ori and the Blind Forest,28
2015,Out There Somewhere,6
2015,Outlast,15
2015,Overcast - Walden and the Werewolf,1
2015,Overgrowth,3
2015,Overlord,2
2015,PAC-MAN Championship Edition DX+,6
2015,PAC-MAN MUSEUM,1
2015,PARTICLE MACE,2
2015,PAYDAY 2,255
2015,PAYDAY: The Heist,20
2015,PAYDAY: The Web Series,5
2015,POSTAL,2
2015,POSTAL 2,22
2015,PROTOTYPE 2,1
2015,PULSAR: Lost Colony,2
2015,Painkiller Hell & Damnation,2
2015,Paint the Town Red,5
2015,Pajama Sam in No Need to Hide When It's Dark Outside,1
2015,Pandora: First Contact,1
2015,Panzer Corps,1
2015,"Papers, Please",8
2015,Paranautical Activity: Deluxe Atonement Edition,2
2015,Particula,1
2015,Party Hard,2
2015,Path of Exile,30
2015,Peggle Extreme,1
2015,Penguins Arena: Sedna's World,1
2015,Penumbra: Black Plague,1
2015,Penumbra: Overture,1
2015,Petz Catz 2,1
2015,PewDiePie: Legend of the Brofist,1
2015,Phantasmal,1
2015,Phantom Breaker: Battle Grounds,1
2015,Pillars of Eternity,4
2015,Pinball Arcade,1
2015,Pinball FX2,1
2015,Pink Hour,3
2015,"Pirates, Vikings, & Knights II",3
2015,Pixel Galaxy,1
2015,Pixel Piracy,3
2015,Pixel Puzzles: Japan,1
2015,Pixel Survivors,1
2015,Plague Inc: Evolved,8
2015,Planet Explorers,3
2015,PlanetSide 2,43
2015,Planetary Annihilation,11
2015,Planetary Annihilation: TITANS,3
2015,Planetbase,1
2015,Plants vs. Zombies: Game of the Year,4
2015,Platypus,2
2015,"Please, Don’t Touch Anything",2
2015,Plug & Play,7
2015,Poi,1
2015,Poker Night 2,6
2015,Poker Night at the Inventory,7
2015,Polarity,4
2015,Poly Bridge,2
2015,Pongo,1
2015,Portal,13
2015,Portal 2,70
2015,Portal 2 - The Final Hours,1
2015,Portal Stories: Mel,14
2015,Post Apocalyptic Mayhem,1
2015,Potatoman Seeks the Troof,1
2015,Pregnancy,2
2015,Primal Carnage,4
2015,Primal Carnage: Extinction,4
2015,Princess Evangile,1
2015,Prison Architect,37
2015,Pro Evolution Soccer 2016,1
2015,Project CARS,5
2015,Project Explore,1
2015,Project Zomboid,5
2015,Proteus,1
2015,Putt-Putt Goes to the Moon,1
2015,Puzzle Pirates,1
2015,Pyrite Heart,1
2015,Quake III Arena,1
2015,Quake Live,7
2015,Quintet,1
2015,Quiplash,1
2015,RADical ROACH Deluxe Edition,3
2015,RAGE,2
2015,RIFT,3
2015,ROCKETSROCKETSROCKETS,1
2015,RONIN,1
2015,RPG MO,2
2015,RPG Maker 2003,2
2015,RPG Maker MV,2
2015,RUNNING WITH RIFLES,3
2015,RUSH,1
2015,RWBY: Grimm Eclipse,12
2015,Race The Sun,7
2015,RaceRoom Racing Experience ,2
2015,Ragnarok,2
2015,Ragnarok Online 2,1
2015,Raiden Legacy,1
2015,Rake,3
2015,Rampage Knights,1
2015,Ratz Instagib 2.0,12
2015,Real Boxing™,1
2015,Real Horror Stories Ultimate Edition,1
2015,Really Big Sky,1
2015,Realm of the Mad God,26
2015,Reaper - Tale of a Pale Swordsman,2
2015,Reassembly,1
2015,Rebel Galaxy,1
2015,Rebuild 3: Gangs of Deadsville,1
2015,Receiver,4
2015,Recettear: An Item Shop's Tale,4
2015,Red Crucible: Firestorm,8
2015,Red Faction: Guerrilla Steam Edition,6
2015,Reflex,2
2015,Regency Solitaire,1
2015,Reign Of Kings,31
2015,Relic Hunters Zero,6
2015,Remember Me,2
2015,Renowned Explorers: International Society,1
2015,Reprisal Universe,1
2015,Republique,1
2015,Resident Evil / biohazard HD REMASTER,3
2015,Resident Evil 5 / Biohazard 5,1
2015,Resident Evil 6 / Biohazard 6,5
2015,Resident Evil Revelations 2 / Biohazard Revelations 2,5
2015,Reus,2
2015,Reveal The Deep,1
2015,Revenge of the Titans,1
2015,Rexaura,1
2015,Ricochet,2
2015,Riff Racer,1
2015,Rise of Incarnates,5
2015,Rise of Nations: Extended Edition,3
2015,Risen 3 - Titan Lords,1
2015,Rising Storm/Red Orchestra 2 Multiplayer,14
2015,Rising World,2
2015,Risk of Rain,26
2015,Rivals of Aether,4
2015,Road Redemption,3
2015,Robocraft,86
2015,Robot Roller-Derby Disco Dodgeball,5
2015,Rocket League,119
2015,Rocketbirds: Hardboiled Chicken,1
2015,Rocksmith 2014,2
2015,Rodina,2
2015,Rogue Legacy,7
2015,RollerCoaster Tycoon 3: Platinum!,3
2015,RollerCoaster Tycoon: Deluxe,1
2015,Rome: Total War,5
2015,Rooster Teeth vs. Zombiens,1
2015,Royal Quest,1
2015,Rugby 15,1
2015,Run and Fire,1
2015,Runestone Keeper,1
2015,Rust,136
2015,Ruzh Delta Z,1
2015,Ryse: Son of Rome,3
2015,S.T.A.L.K.E.R.: Call of Pripyat,3
2015,S.T.A.L.K.E.R.: Clear Sky,1
2015,S.T.A.L.K.E.R.: Shadow of Chernobyl,1
2015,SAMURAI WARRIORS 4-II,2
2015,SC2VN - The eSports Visual Novel,5
2015,SMITE,27
2015,SNOW,7
2015,SOMA,5
2015,SPY Fox in: Dry Cereal,1
2015,STAR WARS™ Battlefront™ II,21
2015,STAR WARS™ Empire at War: Gold Pack,1
2015,STAR WARS™ Jedi Knight II: Jedi Outcast™,1
2015,STAR WARS™ Jedi Knight: Dark Forces II,1
2015,STAR WARS™ Jedi Knight: Jedi Academy™,2
2015,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,5
2015,STAR WARS™ Republic Commando,6
2015,STAR WARS™: Dark Forces,3
2015,STAR WARS™: Knights of the Old Republic™,7
2015,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,2
2015,Sacred 2 Gold,1
2015,Sacred 3,1
2015,Saints Row 2,10
2015,Saints Row IV,56
2015,Saints Row: Gat out of Hell,9
2015,Saints Row: The Third,31
2015,Sakura Angels,3
2015,Sakura Beach,1
2015,Sakura Clicker,32
2015,Sakura Fantasy Chapter 1,1
2015,Sakura Spirit,14
2015,Sakura Swim Club,3
2015,Salt,4
2015,Samudai,1
2015,Sanctum 2,8
2015,Saturday Morning RPG,1
2015,Savage Lands,7
2015,Savant - Ascent,2
2015,Save the Furries,1
2015,School of Dragons: How to Train Your Dragon,1
2015,Schrödinger's Cat and the Raiders of the Lost Quark,1
2015,Scott in Space,1
2015,Screencheat,1
2015,Scribblenauts Unlimited,3
2015,Scribblenauts Unmasked,2
2015,Secret Files: Tunguska,1
2015,Secret Ponchos,2
2015,Secrets of Grindea,1
2015,Seduce Me the Otome,4
2015,Serena,1
2015,Serious Sam 2,2
2015,Serious Sam 3: BFE,4
2015,Serious Sam Classics: Revolution,1
2015,Serious Sam: The Random Encounter,1
2015,Shadow Warrior,6
2015,Shadowrun Returns,1
2015,Shadowrun: Dragonfall - Director's Cut,2
2015,Shadows on the Vatican - Act I: Greed,1
2015,Shan Gui,1
2015,Shank 2,1
2015,Shantae and the Pirate's Curse,1
2015,Shark Attack Deathmatch 2,1
2015,Shelter,1
2015,Shelter 2,1
2015,Shelter 2 Soundtrack,1
2015,Ship Simulator Extremes,1
2015,Shoppe Keep,4
2015,Shovel Knight,7
2015,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,14
2015,Showtime!,1
2015,Shroud of the Avatar: Forsaken Virtues,1
2015,Sid Meier's Civilization IV,1
2015,Sid Meier's Civilization V,59
2015,Sid Meier's Civilization: Beyond Earth,13
2015,Sid Meier's Pirates!,1
2015,Sid Meier's Railroads!,1
2015,Silent Hill: Homecoming,1
2015,Silver Creek Falls - Chapter 1,2
2015,SimCity 4 Deluxe,2
2015,SimplePlanes,3
2015,Simply Chess,4
2015,Sins of a Dark Age,1
2015,Sins of a Solar Empire: Rebellion,3
2015,"Sir, You Are Being Hunted",1
2015,Sirius Online,1
2015,Skullgirls,27
2015,Skulls of the Shogun,1
2015,Sky Gamblers: Storm Raiders,1
2015,Sky Rogue,1
2015,Skyscraper Simulator,1
2015,Sleeping Dogs: Definitive Edition,7
2015,Sleeping Dogs™,3
